Korean,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
예상하는,0,1,0,0,0,0,0,0,0,0
해독제,0,1,0,0,0,0,1,0,0,1
항진균제,0,0,0,0,0,0,1,0,0,1
안티몬,0,0,0,0,0,0,0,0,0,0
반감,1,0,1,0,0,1,0,0,0,0
골동품 수집가,0,0,0,0,0,0,0,0,0,0
구식,0,0,0,0,0,1,0,0,0,0
고대 미술,0,0,0,0,0,0,1,0,0,0
유물,0,0,0,0,0,0,0,0,0,0
방부제,0,0,0,0,0,0,1,0,0,1
반사회적인,1,0,1,1,0,1,0,1,0,0
대조법,1,0,0,0,0,1,0,0,0,0
정반대의,0,0,0,0,0,0,0,0,0,0
항바이러스제,0,0,0,0,0,0,0,0,0,0
용,0,0,0,0,0,0,0,0,0,0
모루,0,0,0,0,0,0,0,0,0,0
불안,1,1,0,1,0,1,0,1,0,0
불안해하는,0,1,0,1,0,1,0,0,0,0
대동맥,0,0,0,0,0,0,0,0,0,0
빨리,0,0,0,0,0,0,0,0,0,0
아파치,0,0,0,1,0,1,0,0,0,0
아파트,0,0,0,0,0,0,0,0,0,0
냉담한,0,0,0,0,0,1,0,1,0,0
냉담,0,0,0,0,0,1,0,1,0,0
원숭이,0,0,0,0,0,0,0,0,0,0
구멍,0,0,0,0,0,0,0,0,0,0
꼭대기,0,0,0,0,0,0,0,0,0,0
진딧물,0,0,1,0,0,1,0,0,0,0
한 조각,0,0,0,0,0,0,0,0,0,0
수직,0,0,0,0,0,0,1,0,0,0
묵시적인,0,0,0,0,0,0,0,0,0,0
사과하다,0,0,0,0,0,0,1,0,0,1
변명,0,0,0,0,0,0,0,0,0,0
사과하다,0,0,0,0,0,0,1,1,0,1
사과,0,0,0,0,0,0,1,0,0,0
배교,0,0,0,0,0,0,0,0,0,0
배교하다,0,0,0,0,0,0,0,0,0,0
사도,0,0,0,0,0,0,1,0,0,1
사도의,0,0,0,0,0,0,0,0,0,1
아포스트로피,0,0,0,0,0,0,0,0,0,0
질리는,0,0,1,1,0,1,0,0,0,0
기구,0,0,0,0,0,0,0,0,0,0
의복,0,0,0,0,0,0,0,0,0,0
보기에,0,0,0,0,0,0,0,0,0,0
환영,0,0,0,1,0,0,0,0,1,0
항소,0,1,0,0,0,0,0,0,0,0
모습,0,0,0,0,0,0,0,0,0,0
달래다,0,0,0,0,0,0,0,0,0,0
항소인,0,0,0,0,0,0,0,0,0,0
추가,0,0,0,0,0,0,0,0,0,0
부속 기관,0,0,0,0,0,0,0,0,0,0
충수염,0,0,0,1,0,1,0,1,0,0
부록,0,0,0,0,0,0,0,0,0,0
식욕,0,0,0,0,0,0,0,0,0,0
간식,0,0,0,0,0,0,0,0,0,0
박수 갈채,0,0,0,0,1,0,1,0,1,1
사과,0,0,0,0,0,0,0,0,0,0
기구,0,0,0,0,0,0,0,0,0,0
가전제품,0,0,0,0,0,0,0,0,0,0
적용 가능성,0,0,0,0,0,0,0,0,0,0
해당되는,0,0,0,0,0,0,0,0,0,0
응모자,0,1,0,0,0,0,0,0,0,0
신청,0,0,0,0,0,0,0,0,0,0
적용하다,0,0,0,0,0,0,0,0,0,0
정하다,0,0,0,0,0,0,0,0,0,0
약속,0,0,0,0,0,0,0,0,0,0
설비,0,0,0,0,0,0,0,0,0,0
배분,0,0,0,0,0,0,0,0,0,0
배분,0,0,0,0,0,0,0,0,0,0
평가하다,0,0,0,0,0,0,0,0,0,0
상당한,0,0,0,0,0,0,0,0,0,0
감사,0,0,0,0,1,0,1,0,0,1
깨닫다,0,0,0,1,0,0,0,0,0,0
우려,0,0,0,1,0,1,0,0,0,0
불안한,0,1,0,1,0,1,0,0,0,0
도제,0,0,0,0,0,0,0,0,0,1
견습,0,0,0,0,0,0,0,0,0,0
접근하다,0,0,0,0,0,0,0,0,0,0
접근,0,1,0,0,0,0,0,0,0,0
허가,0,0,0,0,0,0,1,0,0,1
인가,0,0,0,0,0,1,0,0,0,0
승인,0,0,0,0,0,0,1,0,0,0
승인하다,0,0,0,0,1,0,1,0,0,1
승인,0,0,0,0,0,0,1,0,0,0
근사치를 내다,0,0,0,0,0,0,0,0,0,0
약,0,0,0,0,0,0,0,0,0,0
근사,0,0,0,0,0,0,0,0,0,0
근사,0,0,0,0,0,0,0,0,0,0
부속품,0,0,0,0,0,0,0,0,0,0
앞치마,0,0,0,0,0,0,0,0,0,0
적절한,0,0,0,0,0,0,1,0,0,0
적성,0,0,0,0,0,0,1,0,0,0
아쿠아,0,0,0,0,0,0,0,0,0,0
남옥,0,0,0,0,0,0,0,0,0,0
수족관,0,0,0,0,0,0,0,0,0,0
물의,0,0,0,0,0,0,0,0,0,0
수로,0,0,0,0,0,0,0,0,0,0
물의,0,0,0,0,0,0,0,0,0,0
경작할 수 있는,0,0,0,0,0,0,0,0,0,0
중재인,0,0,0,0,0,0,0,0,0,1
중재하다,0,0,0,0,0,0,0,0,0,0
중재,0,1,0,0,0,0,0,0,0,0
중재인,0,0,0,0,0,0,0,0,0,1
정자,0,0,0,0,0,0,0,0,0,0
호,0,0,0,0,0,0,0,0,0,0
아케이드,0,0,0,0,0,0,0,0,0,0
아치,0,0,0,0,0,0,0,0,0,0
고고학의,0,0,0,0,0,0,0,0,0,0
고고학자,0,0,0,0,0,0,0,0,0,0
고고학,0,1,0,0,0,0,1,0,0,0
낡은,0,0,0,0,0,1,0,0,0,0
대주교,0,0,0,0,0,0,0,0,0,0
아치형,0,0,0,0,0,0,0,0,0,0
궁수,0,0,0,0,0,0,0,0,0,0
양궁,0,0,0,0,0,0,0,0,0,0
원형,0,0,0,0,0,0,0,0,0,0
열도,0,0,0,0,0,0,0,0,0,0
건축가,0,0,0,0,0,0,0,0,0,0
건축물,0,0,0,0,0,0,0,0,0,1
보관소,0,0,0,0,0,0,0,0,0,0
북극,0,0,0,0,0,0,0,0,0,0
불타는,0,1,0,0,1,0,1,0,0,0
열정,0,0,0,0,0,0,1,0,0,0
어려운,0,0,0,0,0,1,0,0,0,0
지역,0,0,0,0,0,0,0,0,0,0
투기장,0,0,0,0,0,0,0,0,0,0
그물코 틈,0,0,0,0,0,0,0,0,0,0
은빛,0,0,0,0,0,0,0,0,0,0
다투다,1,0,0,0,0,1,0,0,0,0
논쟁,1,0,0,0,0,1,0,0,0,0
입론,1,0,0,0,0,0,0,0,0,0
논쟁적인,0,0,0,0,0,1,0,0,0,0
인수,1,0,0,0,0,0,0,0,0,0
건조한,0,0,0,0,0,1,0,1,0,0
귀족,0,0,0,0,0,0,1,0,0,0
귀족,0,0,0,0,0,0,0,0,0,0
귀족,0,0,0,0,0,0,1,0,0,0
산수,0,0,0,0,0,0,0,0,0,0
방주,0,0,0,0,0,0,0,0,0,0
팔,0,0,0,0,0,0,0,0,0,0
함대,0,0,0,0,0,0,0,0,0,0
군비,1,0,0,1,0,0,0,0,0,0
군비,0,0,0,1,0,1,0,0,0,0
전기자,0,0,0,0,0,0,0,0,0,0
무장,1,0,0,1,0,1,1,0,0,0
갑옷,0,0,0,1,0,0,1,0,0,1
기갑,0,0,0,1,0,0,0,0,0,0
병기고,0,0,0,0,0,0,0,0,0,1
무기,0,0,0,0,0,0,0,0,0,0
군대,0,0,0,0,0,0,0,0,0,0
방향,0,0,0,0,0,0,1,0,0,0
각성,0,0,0,0,0,0,0,0,0,0
깨우다,0,1,0,0,0,0,1,0,0,0
죄상 인부,1,0,0,1,0,1,0,1,0,0
마련하다,0,0,0,0,0,0,0,0,0,0
배열,0,0,0,0,0,0,0,0,0,0
준비,0,0,0,0,0,0,0,0,0,0
정렬,0,0,0,0,0,0,1,0,0,0
미불,0,0,0,0,0,1,0,0,0,0
체포,0,0,0,0,0,1,0,0,0,0
도착,0,1,0,0,0,0,0,0,0,0
도착하다,0,1,0,0,0,0,0,0,0,0
거만,0,0,0,0,0,1,0,0,0,0
오만한,1,0,1,0,0,1,0,0,0,0
화살,0,0,0,0,0,0,0,0,0,0
병기고,0,0,0,0,0,0,0,0,0,0
비소,0,0,1,1,0,1,0,1,0,0
방화,1,0,0,1,0,1,0,0,0,0
미술,0,1,0,0,1,0,1,1,1,0
동맥,0,0,0,0,0,0,0,0,0,0
교활한,0,0,0,0,0,0,0,0,0,0
절지동물,0,0,0,0,0,0,0,0,0,0
아티초크,0,0,0,0,0,0,0,0,0,0
기사,0,0,0,0,0,0,0,0,0,0
조항,0,0,0,0,0,0,0,0,0,0
분명히 하다,0,0,0,0,0,0,1,0,0,0
관절,0,0,0,0,0,0,1,0,0,0
기교,0,0,0,0,0,0,0,0,0,0
포,0,0,0,1,0,1,0,0,0,0
장인,0,0,0,0,0,0,1,0,0,0
아티스트,0,0,0,0,0,0,0,0,0,0
예술가,0,0,0,0,0,0,1,0,0,0
예술적,0,0,0,0,0,0,1,0,0,0
예술가들,0,0,0,0,0,0,0,0,0,0
오르다,0,0,0,0,0,0,0,0,0,0
우월성,0,0,0,0,0,0,1,0,0,0
승천,0,0,0,0,0,0,0,0,0,0
오르막,0,0,0,0,0,0,1,0,0,0
명백히 하다,0,0,0,0,0,0,0,0,0,0
확인,0,0,0,0,0,0,0,0,0,0
고행자,0,0,0,0,0,0,0,0,0,0
금연 건강 증진 협회,0,0,0,0,0,1,0,0,0,0
부끄러운,0,0,1,0,0,1,0,1,0,0
재,0,0,0,0,0,1,0,1,0,0
죽어,0,0,0,0,0,0,0,0,0,0
ASP,0,0,0,1,0,0,0,0,0,0
아스파탐,0,0,0,0,0,0,0,0,0,0
측면,0,0,0,0,0,0,0,0,0,0
상들,0,0,0,0,0,0,0,0,0,0
아스팔트,0,0,0,0,0,0,0,0,0,0
포부,0,1,0,0,1,0,1,0,1,1
열망하다,0,1,0,0,1,0,1,0,0,0
야심찬,0,1,0,0,1,0,1,0,0,1
나귀,0,0,0,0,0,1,0,0,0,0
공격하다,1,0,0,1,0,1,0,0,1,0
공격자,1,0,0,1,0,1,0,1,0,0
암살자,1,0,0,1,0,1,0,1,0,0
암살하다,1,0,0,1,0,1,0,0,0,0
암살,1,0,0,1,0,1,0,1,0,0
폭행,1,0,0,1,0,1,0,0,0,0
시험,0,0,0,0,0,0,0,0,0,0
조립,0,0,0,0,0,0,0,0,0,0
모으다,0,0,0,0,0,0,0,0,0,0
조립,0,0,0,0,0,0,0,0,0,0
집회,0,0,0,0,0,0,1,0,0,1
동의,0,0,0,0,0,0,1,0,0,0
주장하다,0,0,0,0,0,0,0,0,0,0
주장,0,0,0,0,0,0,1,0,0,1
역설,0,0,0,0,0,0,0,0,0,0
평가하다,0,0,0,0,0,0,0,0,0,0
평가,0,0,0,0,0,0,0,0,1,1
배석 판사,0,0,0,0,0,0,0,0,0,1
자산,0,0,0,0,0,0,1,0,0,0
항문,1,0,1,0,0,1,0,0,0,0
양수인,0,0,0,0,0,0,0,0,0,0
양수인,0,0,0,0,0,0,0,0,0,1
과제,0,0,0,0,0,0,0,0,0,0
동화하다,0,0,0,0,0,0,0,0,0,0
동화,0,0,0,0,0,0,0,0,0,0
돕다,0,0,0,0,0,0,1,0,0,1
보조,0,0,0,0,0,0,1,0,0,0
어시스턴트,0,0,0,0,0,0,0,0,0,0
연관짓다,0,0,0,0,0,0,1,0,0,1
협회,0,0,0,0,0,0,0,0,0,1
어울리는,0,0,0,0,0,0,0,0,0,0
구분,0,0,0,0,0,0,0,0,0,0
달래다,0,0,0,0,0,0,1,0,0,0
추정,0,0,0,0,0,0,0,0,0,0
가정하다,0,0,0,0,0,0,0,0,0,0
추정,0,0,0,0,0,0,0,0,0,0
보증,0,0,0,0,0,0,1,0,0,1
확신,0,0,0,0,0,0,0,0,0,1
자신 있는,0,0,0,0,0,0,1,0,0,1
확실히,0,0,0,0,0,0,0,0,0,1
별표,0,0,0,0,0,0,0,0,0,0
소행성,0,0,0,0,0,0,0,0,0,0
난시,0,0,0,0,0,0,0,0,0,0
놀랍게도,0,0,0,0,0,0,1,0,1,0
놀람,0,0,0,0,1,0,1,0,1,0
아스트랄,0,0,0,0,0,0,0,0,0,0
길을 잃다,0,0,0,1,0,1,0,0,0,0
수렴제,0,0,0,0,0,1,0,0,0,0
점성가,0,1,0,0,0,0,1,0,0,0
점성학,0,0,0,0,0,0,0,0,0,0
우주 비행사,0,0,0,0,0,0,1,0,0,0
천문학자,0,1,0,0,0,0,1,0,0,0
천문학,0,0,0,0,0,0,0,0,0,0
기민한,0,0,0,0,0,0,1,0,0,0
떨어져,0,0,0,0,0,0,0,0,0,0
보호 시설,0,0,0,1,0,1,0,0,0,0
비대칭,0,0,0,0,0,0,0,0,0,0
어울리지 않음,0,0,1,0,0,0,0,0,0,0
점근적인,0,0,0,0,0,0,0,0,0,0
아틀리에,0,0,0,0,0,0,0,0,0,0
무신론,0,0,0,0,0,1,0,0,0,0
무신론자,0,0,0,0,0,0,0,0,0,0
죽상 동맥 경화증,0,0,0,1,0,1,0,1,0,0
운동 선수,0,0,0,0,0,0,1,0,0,0
운동,0,0,0,0,0,0,1,0,0,0
운동신경,0,0,0,0,0,0,0,0,0,0
체육 실기,0,0,0,0,0,0,0,0,0,0
아틀라스,0,0,0,0,0,0,0,0,0,0
대기,0,0,0,0,0,0,0,0,0,0
대기,0,0,0,0,0,0,0,0,0,0
환초,0,0,0,0,0,0,0,0,0,0
원자,0,0,0,0,0,0,1,0,0,0
원자,0,0,0,0,0,0,0,0,0,0
속죄하다,0,1,0,0,1,0,1,0,0,1
보상,0,0,0,0,0,0,1,0,0,0
아트리움,0,0,0,0,0,0,0,0,0,0
극악한,1,0,1,0,0,1,0,0,0,0
포악,1,0,1,1,0,1,0,1,0,0
위축,0,0,1,1,0,1,0,1,0,0
붙이다,0,0,0,0,0,0,0,0,0,0
부착,0,0,0,0,0,0,1,0,0,0
공격,1,0,0,1,0,1,0,0,0,0
공격,1,0,1,1,0,1,0,1,1,0
달성하다,0,0,0,0,0,0,0,0,0,0
이를 수 있는,0,1,0,0,0,0,1,0,0,0
달성,0,0,0,0,0,0,1,0,0,0
시도,0,1,0,0,0,0,0,0,0,0
출석,0,1,0,0,0,0,0,0,0,0
참석자,0,0,0,0,0,0,1,0,0,1
주목,0,0,0,0,0,0,1,0,0,0
친절한,0,0,0,0,0,0,1,0,0,1
가늘게 하다,0,0,0,0,0,0,0,0,0,0
감쇠,0,0,0,0,0,1,0,0,0,0
감쇠,0,0,0,0,0,1,0,1,0,0
증명하다,0,0,0,0,0,0,1,0,0,1
증명,0,0,0,0,0,0,0,0,0,1
애틱,0,0,0,0,0,0,0,0,0,0
복장,0,0,0,0,0,0,0,0,0,0
태도,0,0,0,0,0,0,0,0,0,0
변호사,1,0,0,1,0,0,1,0,0,1
끌어 당김,0,0,0,0,0,0,1,0,0,0
매력,0,0,0,0,0,0,1,0,0,0
귀속,0,0,0,0,0,0,0,0,0,0
기인하다,0,0,0,0,0,0,0,0,0,0
속성,0,0,0,0,0,0,0,0,0,0
마찰,0,0,0,0,0,0,0,0,0,0
어번,0,0,0,0,0,0,0,0,0,0
경매,0,1,0,0,0,0,0,0,0,0
경매인,0,0,0,0,0,0,0,0,0,0
대담한,0,0,0,0,0,0,0,0,0,0
대담,0,0,0,0,0,1,0,0,0,0
들리는,0,0,0,0,0,0,0,0,0,0
청중,0,1,0,0,0,0,0,0,0,0
심사,0,0,0,0,0,0,0,0,0,0
오디션,0,0,0,0,0,0,0,0,0,0
감사,0,0,0,1,0,0,0,0,0,1
강당,0,0,0,0,0,0,0,0,0,0
귀의,0,0,0,0,0,0,0,0,0,0
어떤 일,0,0,0,0,0,0,0,0,0,0
증강,0,0,0,0,0,0,1,0,0,0
증가,0,0,0,0,0,0,0,0,0,0
팔월,0,0,0,0,0,0,1,0,0,0
이모,0,0,0,0,0,0,1,0,0,1
영기,0,0,0,0,0,0,1,0,0,0
오로라,0,0,0,0,0,0,0,0,0,0
원조,0,0,0,0,0,0,0,0,0,0
길조,0,1,0,0,1,0,1,0,0,0
남풍,0,0,0,1,0,1,0,1,0,0
내핍 생활,0,0,0,0,0,1,0,0,0,0
진본인,0,0,0,0,1,0,1,0,0,1
인증하다,0,0,0,0,0,0,0,0,0,1
입증,0,0,0,0,0,0,0,0,0,1
확실성,0,0,0,0,0,0,1,0,0,1
작가,0,0,0,0,0,0,1,0,0,1
권위 있는,0,0,0,0,0,0,1,0,0,1
권한,0,0,0,0,0,0,1,0,0,1
권한 부여,0,0,0,0,0,0,1,0,0,1
승인하다,0,0,0,0,0,0,0,0,0,1
인정 받은,0,0,0,0,0,0,1,0,0,0
원작자,0,0,0,0,0,0,0,0,0,0
자동,0,0,0,0,0,0,0,0,0,0
자서전,0,0,0,0,0,0,0,0,0,0
독재자,0,0,0,0,0,1,0,0,0,0
자필,0,0,0,0,0,0,0,0,0,0
자동적 인,0,0,0,0,0,0,0,0,0,1
자동차,0,0,0,0,0,0,0,0,0,0
자치,0,0,0,0,0,0,0,0,0,0
검시,0,0,1,1,0,1,0,1,0,0
가을,0,0,0,0,0,0,0,0,0,0
보조자,0,0,0,0,0,0,0,0,0,0
이익,0,0,0,0,0,0,0,0,0,0
눈사태,0,0,0,1,0,1,0,1,1,0
탐욕,1,0,1,0,0,1,0,0,0,0
화신,0,0,0,0,0,0,1,0,0,0
복수자,1,0,0,0,0,1,0,0,0,0
수단,0,0,0,0,0,0,0,0,0,0
단언,0,0,0,0,0,0,0,0,0,0
평균,0,0,0,0,0,0,0,0,0,0
싫어하다,1,0,1,1,0,1,0,0,0,0
혐오,1,0,1,1,0,1,0,0,0,0
돌리다,0,0,0,0,0,0,0,0,0,0
새장,0,0,0,0,0,0,0,0,0,0
비행,0,0,0,0,0,0,0,0,0,0
비행가,0,0,0,0,0,0,0,0,0,0
욕심 많은,0,0,0,0,0,0,0,0,0,0
아보카도,0,0,0,0,0,0,0,0,0,0
피하다,0,0,0,1,0,1,0,0,0,0
기피,0,0,0,1,0,1,0,0,0,0
회피,0,0,0,1,0,0,0,0,0,0
기다리다,0,1,0,0,0,0,0,0,0,0
깨어 있는,0,0,0,0,0,0,0,0,0,0
깨우다,0,0,0,0,0,0,0,0,0,0
상,0,1,0,0,1,0,1,0,1,1
두려움,0,0,0,0,0,0,0,0,0,0
끔찍한,1,0,1,1,0,1,0,1,0,0
어색함,0,0,1,0,0,1,0,0,0,0
천막,0,0,0,0,0,0,0,0,0,0
틀려서,0,0,0,0,0,1,0,0,0,0
축,0,0,0,0,0,0,0,0,0,0
공리,0,0,0,0,0,0,0,0,0,1
공리적,0,0,0,0,0,0,0,0,0,1
중심선,0,0,0,0,0,0,0,0,0,0
차축,0,0,0,0,0,0,0,0,0,0
찬성,0,0,0,0,0,0,1,0,0,0
찬성,0,0,0,0,0,0,1,0,0,0
방위각,0,0,0,0,0,0,0,0,0,0
하늘빛,0,0,0,0,0,0,0,0,0,0
떠드는 소리,0,0,0,0,0,1,0,0,0,0
졸졸 흐르는,0,0,0,0,0,1,0,0,0,0
비비,0,0,1,0,0,1,0,0,0,0
아기,0,0,0,0,1,0,1,0,0,0
안저지,0,0,0,0,0,0,0,0,0,1
학사,0,0,0,0,0,0,1,0,0,0
바카라,0,0,0,0,0,0,0,0,0,0
미혼 남자,0,0,0,0,0,0,0,0,0,0
뒤,0,0,0,0,0,0,0,0,0,0
등뼈,1,0,0,0,0,0,1,0,0,1
후원자,0,0,0,0,0,0,0,0,0,1
역화,0,0,0,0,0,0,0,0,0,0
주사위 놀이,0,0,0,0,0,0,0,0,0,0
배경,0,0,0,0,0,0,0,0,0,0
백호,0,0,0,0,0,0,0,0,0,0
백패커,0,0,0,0,0,0,0,0,0,0
역추적,0,0,0,0,0,0,0,0,0,0
뒤로,0,0,0,0,0,1,0,0,0,0
뒤로,0,0,1,0,0,1,0,0,0,0
지적 부진,0,0,0,0,0,1,0,1,0,0
박테리아,0,0,1,1,0,1,0,1,0,0
박테리아,0,0,1,1,0,1,0,0,0,0
나쁜,1,0,1,1,0,1,0,1,0,0
배지,0,0,0,0,0,0,0,0,0,1
오소리,1,0,0,0,0,1,0,0,0,0
심하게,0,0,0,0,0,1,0,1,0,0
나쁜 상태,1,0,1,1,0,1,0,0,0,0
헛되이 애쓰다,0,0,0,0,0,0,0,0,0,0
가방,0,0,0,0,0,0,0,0,0,0
수하물,0,0,0,0,0,0,0,0,0,0
불룩한,0,0,0,0,0,0,0,0,0,0
백파이프,0,0,0,0,0,0,0,0,0,0
보석,0,0,0,0,0,0,0,0,0,0
집행관,0,0,0,1,0,1,0,0,0,1
미끼,0,0,0,1,0,1,0,0,0,1
빵 굽기,0,0,0,0,0,0,0,0,0,0
빵집,0,0,0,0,0,0,0,0,0,0
빵 굽기,0,0,0,0,0,0,0,0,0,0
발,0,0,0,0,0,0,0,0,0,0
균형,0,0,0,0,0,0,1,0,0,0
균형이 잡힌,0,0,0,0,0,0,1,0,0,0
발코니,0,0,0,0,0,0,0,0,0,0
노골적인,0,0,0,0,0,0,0,0,0,0
곤포,0,0,0,1,0,1,0,0,0,0
놓치다,0,0,0,0,0,1,0,0,0,0
공,0,0,0,0,0,0,0,0,0,0
민요,0,0,0,0,0,0,1,0,0,0
안정기,0,0,0,0,0,0,0,0,0,0
발레,0,0,0,0,0,0,1,0,0,0
풍선,0,0,0,0,0,0,0,0,0,0
투표권,0,1,0,0,0,0,1,0,0,1
사교 댄스,0,0,0,0,0,0,0,0,0,0
향유,0,1,0,0,1,1,1,0,0,0
상쾌한,0,0,0,0,0,0,0,0,0,0
봉숭아,0,0,0,0,0,0,1,0,0,0
발사믹,0,0,0,0,0,0,0,0,0,0
반,0,0,0,0,0,1,0,0,0,0
바나나,0,0,0,0,0,0,0,0,0,0
밴드,0,0,0,0,0,0,0,0,0,0
붕대,0,0,0,0,0,0,0,0,0,0
적기,0,0,0,0,0,1,0,0,0,0
악대차,0,0,0,0,0,0,0,0,0,0
독,1,0,1,1,0,1,0,0,0,0
쾅,1,0,1,1,0,1,0,1,1,0
소시지,1,1,0,1,0,1,0,0,1,0
덜어 없애다,1,0,1,1,0,1,0,1,0,0
추방,1,0,0,1,0,1,0,1,0,0
추방,1,0,1,0,0,1,0,1,0,0
밴조,0,0,0,0,0,0,0,0,0,0
은행,0,0,0,0,0,0,0,0,0,1
은행가,0,0,0,0,0,0,0,0,0,1
파산한,0,0,0,1,0,1,0,1,0,0
파산,1,0,1,1,0,1,0,1,0,0
배너,0,0,0,0,0,0,0,0,0,0
연회,0,1,0,0,1,0,1,0,0,0
반시,1,0,1,1,0,1,0,1,0,0
농담,0,0,0,0,0,0,0,0,0,0
세례,0,0,0,0,0,0,1,0,0,0
세례식,0,0,0,0,1,0,1,0,0,0
술집,0,0,0,0,0,0,0,0,0,0
미늘,1,0,0,0,0,1,0,0,0,0
야만인,0,0,0,1,0,1,0,0,0,0
야만인 같은,1,0,1,1,0,1,0,0,0,0
야만인,0,0,0,0,0,1,0,0,0,0
야외 파티,0,0,0,0,0,0,0,0,0,0
가시 돋친,0,0,0,0,0,0,0,0,0,0
음유 시인,0,0,0,0,0,0,1,0,0,0
안장이 놓여 있지 않은,0,0,0,0,0,0,0,0,0,0
맨발로,0,0,0,0,0,0,0,0,0,0
간신히,0,0,0,0,0,0,0,0,0,0
바프,0,0,1,0,0,0,0,0,0,0
싸게 사는 물건,0,0,0,0,0,0,1,0,0,1
짐배,0,0,0,0,0,0,0,0,0,0
바리톤,0,0,0,0,0,0,0,0,0,0
짖다,1,0,0,0,0,1,0,0,0,0
외양간,0,0,0,0,0,0,0,0,0,0
바니,0,0,0,0,0,0,0,0,0,0
기압계,0,0,0,0,0,0,0,0,0,0
남작,0,0,0,0,0,0,0,0,0,0
바로크,0,0,0,0,0,0,0,0,0,0
바라크,0,0,0,0,0,0,0,0,0,0
가두어 버린,0,0,0,0,0,1,0,0,0,0
통,0,0,0,0,0,0,0,0,0,0
메마른,0,0,0,0,0,1,0,1,0,0
바리케이드,0,0,0,1,0,1,0,0,0,0
장벽,1,0,0,0,0,1,0,0,0,0
금지,0,0,0,0,0,0,0,0,0,0
법정 변호사,0,0,0,0,0,0,0,0,0,0
손수레,0,0,1,0,0,0,0,0,0,0
바텐더,0,0,0,0,0,0,0,0,0,1
물물 교환,0,0,0,0,0,0,0,0,0,1
베이스,0,0,0,0,0,0,0,0,0,1
야구,0,0,0,0,0,0,0,0,0,0
베이스보드,0,0,0,0,0,0,0,0,0,0
근거 없는,0,0,0,0,0,1,0,0,0,0
최하부,0,0,0,0,0,0,0,0,0,0
공회당,0,0,0,0,0,0,0,0,0,0
분지,0,0,0,0,0,0,0,0,0,0
기초,0,0,0,0,0,0,0,0,0,0
숙면을 취하다,0,0,0,0,0,0,0,0,0,0
바구니,0,0,0,0,0,0,0,0,0,0
농구,0,1,0,0,1,0,1,0,0,0
베이스,0,0,0,0,0,0,0,0,0,0
바소,0,0,0,0,0,0,0,0,0,0
바순,0,0,0,0,0,0,0,0,0,0
새끼,0,0,1,0,0,1,0,1,0,0
능보,1,0,0,0,0,0,1,0,0,0
박쥐,0,0,0,0,0,0,0,0,0,0
일괄,0,0,0,0,0,0,0,0,0,0
일괄 처리,0,0,0,0,0,0,0,0,0,0
노여움,0,0,0,0,0,0,0,0,0,0
욕조,0,0,0,0,0,0,1,0,0,0
미역,0,0,0,0,0,0,0,0,0,0
화장실,0,0,0,0,0,0,0,0,0,0
수심 측량술,0,0,0,0,0,0,0,0,0,0
지휘봉,0,0,0,0,0,0,0,0,0,0
대대,1,0,0,0,0,0,0,0,0,0
반죽,1,0,0,1,0,1,0,0,0,0
오래 써서 낡은,0,0,0,1,0,1,0,1,0,0
배터리,1,0,0,0,0,1,0,0,0,0
전투,1,0,0,0,0,1,0,0,0,0
전투,1,0,0,1,0,1,0,1,0,0
싸움터,0,0,0,1,0,1,0,0,0,0
음담,0,0,0,0,0,1,0,0,0,0
만,0,0,0,0,0,0,0,0,0,0
총검,1,0,0,1,0,1,0,0,0,0
바 이유,0,0,0,0,0,0,0,0,0,0
바자,0,0,0,0,0,0,0,0,0,0
해변,0,0,0,0,1,0,0,0,0,0
봉홧불,0,0,0,0,0,0,0,0,0,0
구슬,0,0,0,0,0,0,0,0,0,0
구슬 장식,0,0,0,0,0,0,0,0,0,0
염주,0,0,0,0,0,0,0,0,0,0
비글,0,0,0,0,0,0,0,0,0,0
부리,0,0,0,0,0,0,0,0,0,0
굽 달린 큰 컵,0,0,0,0,0,0,0,0,0,0
빔,0,0,0,0,1,0,1,0,0,0
빛나는,0,1,0,0,1,0,1,0,0,0
곰,1,0,0,1,0,0,0,0,0,0
수염,0,0,0,0,0,0,0,0,0,0
수염 난,0,0,0,0,0,0,0,0,0,0
교군꾼,0,0,0,0,0,1,0,0,0,0
베어링,0,0,0,0,0,0,0,0,0,0
문장,0,0,0,0,0,0,0,0,0,0
약세,1,0,0,1,0,0,0,0,0,0
짐승,1,0,0,1,0,1,0,0,0,0
짐승 같은,0,0,1,1,0,1,0,0,0,0
이기다,0,0,0,0,0,0,0,0,0,0
고동,1,0,0,1,0,1,0,1,0,0
아름다운,0,0,0,0,0,0,0,0,0,0
아름다움,0,0,0,0,1,0,1,0,0,1
아름다운,0,0,0,0,1,0,1,0,0,0
아름답게 하다,0,0,0,0,1,0,1,0,0,0
아름다움,0,0,0,0,1,0,1,0,0,0
끄덕임,0,0,0,0,0,0,0,0,0,0
꾀어 부르다,0,0,0,0,0,0,0,0,0,0
침대,0,0,0,0,0,0,0,0,0,0
침구,0,0,0,0,0,0,0,0,0,0
근본적인,0,0,0,0,0,0,1,0,0,1
침실,0,0,0,0,0,0,0,0,0,0
취침 시간,0,0,0,0,0,0,0,0,0,0
벌,1,0,0,1,0,0,0,0,0,0
쇠고기,0,0,0,0,0,0,0,0,0,0
벌집,0,0,0,0,0,0,0,0,0,0
